USER_ID,PRODUCT_ID,SCORE,TIMESTAMP
A1WLKYWH2MMN4H,B00KYRRA7A,5.0,1404864000
A2GKXSO0S6CT3N,B00KYRRA7A,5.0,1405382400
A83EDJIGSMVA4,B00KYRRA7A,5.0,1405382400
A2VW28V4IDEKKU,B00KYRRA7A,5.0,1404345600
A2JHBALXCY9KMX,B00KYRRA7A,5.0,1404691200
A39CCN82ACHBBP,B00KYRRA7A,1.0,1405468800
A2JLPCOXBO8WKY,B00KYSSR7G,5.0,1404691200
A2JLPCOXBO8WKY,B00KYTC4CY,5.0,1404691200
A348YA72OB7A8U,B00KYTC4CY,4.0,1404259200
A15JC246UXZV5Y,B00KYTNU9U,5.0,1405209600
A30MO6HO5L0CWJ,B00KYTNU9U,4.0,1404691200
A2OP6YF6W3I2YQ,B00KYTNU9U,5.0,1405036800
A2HVCECQ0WO0N1,B00KYTNU9U,2.0,1404777600
A2JLPCOXBO8WKY,B00KYTY0PI,5.0,1404691200
A2JLPCOXBO8WKY,B00KYTZ70K,5.0,1404691200
A2JLPCOXBO8WKY,B00KYUD8GE,5.0,1404691200
ACQBONJTKYZF9,B00KYWCBHY,5.0,1404864000
A3ML017RGCPF23,B00KYWCBHY,5.0,1404864000
A3PMWDEX8LVC4R,B00KYWCBHY,5.0,1404777600
A3AAXTYH4CO9CY,B00KYY3KR2,4.0,1405296000
ALDMONSV4E3XX,B00KYY3KR2,4.0,1405814400
A164PEWXM39C1T,B00KYY3KR2,3.0,1403913600
A3FAA3WC9NGDM7,B00KYY3KR2,5.0,1406073600
AMRASYY7J687R,B00KZ074RC,5.0,1403827200
A1PCC5P6M6L78L,B00KZ0GKVS,3.0,1405728000
AQYPDAQUOFPK2,B00KZ0GKVS,5.0,1405382400
A3BMRPGPFLYRTA,B00KZ0GKVS,5.0,1405555200
A2HYPCMBRL2TB6,B00KZ1CG6U,5.0,1402704000
A9SNL6BMS5RHZ,B00KZ1CG6U,5.0,1402704000
A3E4U0THO1HUAY,B00KZ2NDYI,1.0,1403049600
A3IM24ONV01IP3,B00KZ369ZM,5.0,1403568000
A2K74O200VAHDO,B00KZ3M2QC,4.0,1404518400
A37G90KBW3CZXT,B00KZ3QWQS,5.0,1404864000
A22M6EKNL0BVKN,B00KZ3QWQS,5.0,1405296000
AEGX7KW40KRV,B00KZ3QWQS,5.0,1405382400
A1KVQ1YDA5QU0L,B00KZ3QWQS,5.0,1405296000
A17G63ZYEAFRSB,B00KZ3QWQS,4.0,1405382400
A3FVTRE58NNX8F,B00KZ3QWQS,5.0,1404172800
A1ZCA7C8OVIK3I,B00KZ3RKG4,1.0,1405036800
A1PKHDNRKSZVHB,B00KZ3RKG4,5.0,1404777600
A2NZDD2BY8ZNUK,B00KZ3RKG4,5.0,1405036800
A3IR9FNMTNERTE,B00KZ3RKG4,5.0,1405123200
A3CUAHCSM391WE,B00KZ3RKG4,5.0,1405555200
A1KHX0XYP6HGYJ,B00KZ3RKG4,5.0,1404864000
A15CA4CTB7LW60,B00KZ3RKG4,5.0,1405382400
A2AXGYQ69YSS63,B00KZ3RKG4,2.0,1404777600
ASGJFOSR0FIS3,B00KZ3S49Q,5.0,1405641600
A1H0YMGJPQHHUE,B00KZ3S49Q,5.0,1404172800
AFPELN9NVXLSG,B00KZ3S49Q,5.0,1405296000
A3FGLSB4B5BAL1,B00KZ3S49Q,5.0,1405296000
A1HMIXAS7TXDNA,B00KZ3S49Q,5.0,1405900800
A2ZEV9DYN0E63D,B00KZ3S49Q,5.0,1405209600
ARDAAPJ09PP1G,B00KZ3S49Q,5.0,1405296000
A12GS93I3PLYUT,B00KZ3S49Q,5.0,1405900800
APNFDGIP51OW8,B00KZ3S49Q,5.0,1405296000
AE96BZUI98Z2J,B00KZ3S49Q,1.0,1405209600
A1CUGPBLN8FRM,B00KZ40HT0,1.0,1405382400
A1YG3ELTRKDS1X,B00KZ40HT0,5.0,1405036800
A32JKCCCJAUFMD,B00KZ849JA,5.0,1405987200
A3DUHUV791E3I1,B00KZ849JA,5.0,1403913600
A14ERMA71MVN0F,B00KZ849JA,2.0,1404777600
A35D2BWUK2XF77,B00KZ849JA,5.0,1404691200
A4QM02EG2X6U6,B00KZBBMIS,1.0,1404345600
A2ZEV9DYN0E63D,B00KZCUCCY,3.0,1404432000
A2UWCE1ZDMUYI6,B00KZCUCCY,1.0,1404259200
AN4IR5LM8FY7R,B00KZCUCCY,5.0,1404432000
A1Z6Z1PZNPQRWC,B00KZGMMPA,1.0,1403222400
A2FJEW1A5AU7TK,B00KZHP102,4.0,1404604800
A1NSRYL5JH2YOO,B00KZHP102,1.0,1404345600
A3HBJDFKDIXX08,B00KZHP102,5.0,1404950400
A12FOD1FMWSXOR,B00KZHP102,1.0,1404432000
AVOJJVIAOW54C,B00KZHP102,1.0,1403568000
A1SCCFKE0NFQRI,B00KZHP102,2.0,1404691200
A22THYA3SYG0EK,B00KZIZRIM,1.0,1405036800
AHNDC8QZYKFV,B00KZIZRIM,1.0,1405036800
AIS7CWZAQMN7J,B00KZJD1MU,5.0,1404345600
A1P032BL9X4K5V,B00KZM6V4M,5.0,1403740800
A15YPIQNVPZGZO,B00KZNKRA0,3.0,1404691200
A349O2NVJJB6LQ,B00KZO8ZE4,5.0,1404691200
A1049WSBH1PLO1,B00KZO8ZE4,5.0,1404864000
AY03A0680ME6V,B00L046RHU,5.0,1403568000
A1FRA2SCMKNP4Z,B00L046RHU,5.0,1402876800
A2P401YU9RH5Y5,B00L046RHU,1.0,1405641600
A19SSSAHTG6HMX,B00L046RHU,5.0,1404259200
A129KFLK9137JO,B00L046RHU,2.0,1405641600
A1YQA1W4WOBSRP,B00L046RHU,5.0,1405900800
A1AGJWJ1O5D9BU,B00L08NCPQ,5.0,1405296000
A1U0AW0CB4QP7I,B00L0DUXB2,5.0,1404259200
A1NW0IA1W1XEL0,B00L0F9EH4,2.0,1405209600
AEINGJMTJZP5,B00L0J5OCY,5.0,1402876800
A3IM24ONV01IP3,B00L0LPJTA,5.0,1403568000
A1JJMAHZBASIAK,B00L0RQ0T2,1.0,1405468800
A3F4DJ0ONAAQFF,B00L0RQ0T2,5.0,1403136000
A3NUO8QBLG9NUD,B00L0SARNG,3.0,1404777600
A1NNIJ9Z41TDQ,B00L0Y5S5M,5.0,1405209600
A38RMU1Y5TDP9,B00L0YFJHY,5.0,1404518400
ASGFXFZGJ2OIH,B00L0YMFFS,2.0,1405296000
A3NL7K12PD1576,B00L117ZVO,4.0,1405382400
ARHHGUHNRRVKD,B00L11Z2SC,5.0,1404604800
ADS4RS7P9W45P,B00L15FOF4,3.0,1405209600
A3G10P7DNHOV2W,B00L15FOF4,1.0,1404950400
AYT8592FVD26,B00L15FOF4,5.0,1405900800
A3OC3TF6B7EZ7,B00L15FOF4,1.0,1405468800
AXMMSFRWQWIDN,B00L15FOF4,4.0,1405382400
A2VX7BW64KGMJA,B00L15FOF4,3.0,1404950400
A15GDPGV7ZGIES,B00L1DDWGY,5.0,1404259200
A24AY1PTHD580S,B00L1F5ATY,5.0,1403049600
A2OQ8K0I7Y0BF9,B00L1FUOIG,5.0,1404000000
A2RZKBL7U0JPF8,B00L1HUE9I,5.0,1403827200
A2NYK9KWFMJV4Y,B00L1I727Y,5.0,1404864000
ADLVFFE4VBT8,B00L1I80K2,5.0,1405382400
A22CW0ZHY3NJH8,B00L1I80K2,5.0,1405641600
ACQBONJTKYZF9,B00L1JMI4K,5.0,1404864000
A3ML017RGCPF23,B00L1JMI4K,5.0,1404864000
A3PMWDEX8LVC4R,B00L1JMI4K,5.0,1404777600
A9JB3K8DZMXDB,B00L1KZ5RQ,5.0,1404864000
A2MQ9ICRS1SYTV,B00L1L2FI2,5.0,1405209600
A2XACM4TDLAGC1,B00L1LXOWS,5.0,1404432000
A39G2LP2ZRYNZA,B00L1LXOWS,4.0,1405382400
A2QYBHNOKK9AUG,B00L1LXOWS,5.0,1405555200
A265QDDWWO7ZTK,B00L1LXOWS,5.0,1404345600
A1SJHH90P4CZMA,B00L1LXOWS,5.0,1404777600
A2KI0LAYW1AM7R,B00L1NTJAW,4.0,1405123200
A1JZFGZEZVWQPY,B00L1NZTSS,5.0,1404345600
A1NQ2AY8S778X8,B00L1NZTSS,5.0,1405468800
A2WUZPVF5OOVTG,B00L1O2PDY,5.0,1405036800
A30MO6HO5L0CWJ,B00L1O2PDY,5.0,1405382400
A11TPY4XQKYTZU,B00L1O64X6,5.0,1404691200
A3XD2OFGDFRYE,B00L1TI4F2,3.0,1405209600
A3R447B29V19NK,B00L1UWW0Y,5.0,1404864000
A2QBTWMFHWRNMR,B00L1YNK74,4.0,1403568000
A3AYSYSLHU26U9,B00L21HC7A,5.0,1404172800
A1T1YSCDW0PD25,B00L21HC7A,5.0,1403913600
AEL6CQNQXONBX,B00L21HC7A,5.0,1404432000
A328S9RN3U5M68,B00L21HC7A,5.0,1405123200
A215WH6RUDUCMP,B00L21HC7A,3.0,1405900800
A2L4ZGN7GZJ95T,B00L21HC7A,4.0,1404259200
AYB4ELCS5AM8P,B00L21HC7A,5.0,1405036800
AZMY6E8B52L2T,B00L21HC7A,5.0,1404864000
A1UQBFCERIP7VJ,B00L21HC7A,5.0,1405209600
A2NYK9KWFMJV4Y,B00L21HC7A,5.0,1403827200
AAA0TUKS5VBSA,B00L21HC7A,5.0,1404777600
A1ODOGXEYECQQ8,B00L21HC7A,5.0,1404345600
A3Q4TYJVAM4IRM,B00L21HC7A,5.0,1405900800
A240FRPD4MEXND,B00L21HC7A,5.0,1404950400
APRNS6DB68LLV,B00L21HC7A,3.0,1404777600
A2JAT7FOKBJBHG,B00L21HC7A,5.0,1405900800
A30HJ8TQ4MN7AO,B00L21HC7A,5.0,1404604800
A3A4ZAIBQWKOZS,B00L21HC7A,5.0,1403827200
A6VXZ1EEPRTLV,B00L21HC7A,2.0,1405814400
A1T1YSCDW0PD25,B00L2442H0,5.0,1403740800
AEL6CQNQXONBX,B00L2442H0,5.0,1404432000
A328S9RN3U5M68,B00L2442H0,5.0,1405123200
AZMY6E8B52L2T,B00L2442H0,5.0,1396742400
A1UQBFCERIP7VJ,B00L2442H0,5.0,1405382400
A2NYK9KWFMJV4Y,B00L2442H0,5.0,1403827200
AAA0TUKS5VBSA,B00L2442H0,4.0,1403740800
A22CW0ZHY3NJH8,B00L2442H0,5.0,1405555200
AQ2FC1DLKVD8H,B00L2442H0,5.0,1404086400
APRNS6DB68LLV,B00L2442H0,5.0,1404259200
ADLDFHI21XS52,B00L2442H0,4.0,1405382400
A2JAT7FOKBJBHG,B00L2442H0,5.0,1405900800
A30HJ8TQ4MN7AO,B00L2442H0,5.0,1404604800
A3A4ZAIBQWKOZS,B00L2442H0,5.0,1403827200
A3SQQYS79AV13M,B00L2442H0,5.0,1404691200
A1FDSZISWIXH1A,B00L2442H0,5.0,1404086400
A6VXZ1EEPRTLV,B00L2442H0,5.0,1404604800
A2HXOAP0VMV52R,B00L26IGP2,1.0,1406073600
A1DTN1KK2QNFM2,B00L26YDA4,4.0,1404518400
A1T1YSCDW0PD25,B00L26YDA4,5.0,1403740800
AEL6CQNQXONBX,B00L26YDA4,4.0,1404691200
A2X47S5LCE1U4E,B00L26YDA4,3.0,1405036800
A32G4SORK2AE30,B00L26YDA4,4.0,1405728000
A2WSO904PPXS89,B00L26YDA4,4.0,1404864000
A328S9RN3U5M68,B00L26YDA4,5.0,1405123200
A2L4ZGN7GZJ95T,B00L26YDA4,4.0,1404691200
A35N8F5V2PELR9,B00L26YDA4,4.0,1405209600
AYB4ELCS5AM8P,B00L26YDA4,4.0,1405036800
AUEY946M1L939,B00L26YDA4,5.0,1403740800
AZMY6E8B52L2T,B00L26YDA4,5.0,1404950400
A1UQBFCERIP7VJ,B00L26YDA4,5.0,1405468800
A2NYK9KWFMJV4Y,B00L26YDA4,5.0,1403827200
AAA0TUKS5VBSA,B00L26YDA4,5.0,1403740800
A35EMLZU6Q9R7J,B00L26YDA4,4.0,1405296000
A1ODOGXEYECQQ8,B00L26YDA4,3.0,1405296000
A2PVH521G1KHZE,B00L26YDA4,5.0,1405296000
A2KRJXU906ML9X,B00L26YDA4,5.0,1405468800
A2IHPVTAQPA2WF,B00L26YDA4,1.0,1404950400
A2INKXAQ9DQ8OO,B00L26YDA4,3.0,1404777600
AXKQF9MSZU967,B00L26YDA4,4.0,1404950400
A2IZALPUPKLRJS,B00L26YDA4,4.0,1404864000
APRNS6DB68LLV,B00L26YDA4,5.0,1404172800
A2JAT7FOKBJBHG,B00L26YDA4,5.0,1405900800
A30HJ8TQ4MN7AO,B00L26YDA4,5.0,1405555200
A3NEAETOSXDBOM,B00L26YDA4,3.0,1403827200
A3A4ZAIBQWKOZS,B00L26YDA4,5.0,1403827200
A3R19YKNL641X3,B00L26YDA4,4.0,1405209600
A2DV6949QJ6TZW,B00L26YDA4,5.0,1404864000
A2WGV83QHA5BFX,B00L29CN7G,5.0,1405900800
AWBURK93Z8RP1,B00L2BML94,1.0,1405123200
A3B9LJ02I8ZYCR,B00L2BML94,5.0,1405296000
AU2JWB80KBXLF,B00L2ELZDY,1.0,1405468800
A22RR32BDCIWXV,B00L2EZ60C,2.0,1403568000
A1RZ7N9G3E4ETW,B00L2GJBOW,4.0,1404691200
AUILNIFOK9U0R,B00L2K5QP6,5.0,1404604800
A1EA9Z5HIBFCG2,B00L2ORTOI,4.0,1404777600
A1RKV2VP8T03D1,B00L2P3TRS,5.0,1404777600
A2M4BJK1LPB2OW,B00L2P3TRS,5.0,1405382400
A2NYK9KWFMJV4Y,B00L2P3TRS,4.0,1405900800
AH9BLCK8PPPDW,B00L2SRI0Y,4.0,1406073600
A21DGO5HNR0V0D,B00L2SRI0Y,3.0,1405382400
A37DCPUZTE2VJX,B00L31OTBQ,5.0,1404777600
A3U8P0GJUVO9ZM,B00L34035E,3.0,1405382400
A3KYIXOVNCZ6IS,B00L34035E,5.0,1405900800
A1I204OQFL83SS,B00L34051Q,4.0,1405036800
A18DT6UUPIMX83,B00L35BH5I,5.0,1406073600
AZ0K00OYYFB0N,B00L35BH5I,4.0,1404950400
A1UHVF8GSLYWK9,B00L35BH5I,4.0,1405555200
A3IDGI3N7ZF054,B00L35BH5I,5.0,1405123200
A24LI24U2MMR3J,B00L35BH5I,5.0,1404777600
AZLHLCHW5VUZM,B00L35BH5I,4.0,1405296000
A1EEEPG596A8CP,B00L364CTA,5.0,1404518400
A39ZC3OHDJ5IO4,B00L36HBNO,1.0,1404604800
AGRCLX2S4EQQ9,B00L37YP3M,1.0,1403913600
A3DYAYVGGSO9YQ,B00L3EE1SO,4.0,1404864000
A33CE5DZZWHLWQ,B00L3IUSSM,5.0,1404864000
AJLLEY3AE4XXO,B00L3OB2VS,5.0,1404604800
AX33I6VJSEKJF,B00L3OR85W,5.0,1404691200
A1CQ0T2FQJKYT2,B00L3TVK4W,4.0,1404950400
A3CW0ZLUO5X2B1,B00L3YHF6O,5.0,1405036800
A1A7RWJS1AV0GJ,B00L3YHF6O,5.0,1405641600
ADLVFFE4VBT8,B00L3YHF6O,5.0,1404518400
A3I78D4HBN9BAT,B00L3YHF6O,5.0,1405728000
A1TLJO2KEZFXZF,B00L3YHF6O,5.0,1405814400
A3AYSYSLHU26U9,B00L3YHF6O,5.0,1405296000
A35WTDMUF3UYG5,B00L3YHF6O,5.0,1405123200
ACHCC3FF7ISFH,B00L3YHF6O,5.0,1405209600
A3QYAT5YOZFK89,B00L3YHF6O,5.0,1405728000
A1ZF8AYE7970EP,B00L3YHF6O,5.0,1405900800
A18R0PC372EGL,B00L3YHF6O,5.0,1404950400
A39J4NKOG58SVV,B00L3YHF6O,5.0,1405641600
A2LR67ILUFD6R9,B00L3YHF6O,5.0,1406073600
A4WEZJOIZIV4U,B00L3YHF6O,5.0,1405036800
AKRU9NAQCDSKG,B00L3YHF6O,5.0,1405900800
A1APHHZ5PJUGVH,B00L3YHF6O,5.0,1405641600
A8XD4ZNIM2BLG,B00L3YHF6O,5.0,1405641600
AHSPXHIWP489H,B00L3YHF6O,5.0,1405382400
A3KXRJA8S2HDP8,B00L3YHF6O,3.0,1405641600
A1TQHG208FP4JC,B00L3YHF6O,5.0,1405814400
A1EWVO9GSS1SFZ,B00L3YHF6O,5.0,1405728000
A3HAMCHZMBG38O,B00L3YHF6O,5.0,1405641600
A30OS8V0FJYLJF,B00L3YHF6O,5.0,1405641600
A18NCY3NLXZ35K,B00L3YHF6O,5.0,1405641600
A1O3QFJUGH5YOW,B00L3YHF6O,5.0,1405728000
A2JWR41NE36DTJ,B00L3YHF6O,5.0,1405728000
A3OOQH73VQ97VN,B00L3YHF6O,5.0,1404777600
A2E95ERQV6TTZQ,B00L3YHF6O,2.0,1405555200
A2TP4FP9UD7X8I,B00L3YHF6O,5.0,1405641600
A3PNTUF93PJB65,B00L3YHF6O,5.0,1405555200
A1TKJE46VWPX20,B00L3YHF6O,5.0,1405814400
A3ARBPWRHHZ9NY,B00L3YHF6O,5.0,1405555200
ATFOGPIAVUZOX,B00L3YHF6O,2.0,1405900800
A1EVV74UQYVKRY,B00L3YHF6O,5.0,1404604800
A2XCCN239AR1XK,B00L3YHF6O,5.0,1404604800
A2ORD0PEB8S2TP,B00L3YHF6O,5.0,1405641600
A3DQVQZ9JVALNH,B00L3YHF6O,5.0,1405900800
A16U0C6QPOUXWB,B00L3YHF6O,5.0,1405728000
A1UQBFCERIP7VJ,B00L3YHF6O,5.0,1405900800
A3R41GLCNWNQCC,B00L3YHF6O,5.0,1405641600
AWPODHOB4GFWL,B00L3YHF6O,5.0,1404950400
A1O2JSF6GTJ1Z7,B00L3YHF6O,5.0,1404000000
A310YTSSE276LJ,B00L3YHF6O,5.0,1405641600
A35Q0RBM3YNQNF,B00L3YHF6O,5.0,1405555200
AF67UX4LZKYOR,B00L3YHF6O,5.0,1405641600